rank,finalWorth,category,personName,age,country,source,industries,status,gender,birthDate,gdp_country,life_expectancy_country,total_tax_rate_country
2133,1300,Fashion & Retail,Gary Lauder,60,United States,Estée Lauder,Fashion & Retail,D,M,5/5/1962 0:00,"$21,427,700,000,000.00",78.5,36.6
2133,1300,Technology,Lee Hae-jin,55,South Korea,Internet,Technology,D,M,6/22/1967 0:00,"$2,029,000,000,000.00",82.6,33.2
2133,1300,Diversified,Art Levinson,73,United States,"Genentech, Apple",Diversified,D,M,3/31/1950 0:00,"$21,427,700,000,000.00",78.5,36.6
2133,1300,Food & Beverage,Li Denghai,73,China,Seed production,Food & Beverage,D,M,9/1/1949 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Diversified,Fengluan Li,61,China,"Steel, diversified",Diversified,E,F,1/1/1962 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Manufacturing,Li Yongqing,58,China,Petro Firbe,Manufacturing,D,M,6/30/1964 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Manufacturing,Li Zhigang,46,China,Machinery,Manufacturing,D,M,6/1/1976 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Healthcare,Liu Gexin & family,71,China,Pharmaceuticals,Healthcare,R,M,5/12/1951 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Food & Beverage,Itamar Locks & family,68,Brazil,Agribusiness,Food & Beverage,Split Family Fortune,M,1/1/1955 0:00,"$1,839,758,040,766.00",75.7,65.1
2133,1300,Media & Entertainment,Lu Hongyan,45,China,Online games,Media & Entertainment,U,M,5/31/1977 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Healthcare,Lv Jianming,58,China,Medical equipment,Healthcare,D,M,1/1/1965 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Food & Beverage,Blairo Maggi,66,Brazil,Agribusiness,Food & Beverage,Split Family Fortune,M,5/29/1956 0:00,"$1,839,758,040,766.00",75.7,65.1
2133,1300,Diversified,Yasseen Mansour,61,Egypt,Diversified,Diversified,U,M,8/8/1961 0:00,"$303,175,127,598.00",71.8,44.4
2133,1300,Fashion & Retail,Charlwin Mao,,China,E-commerce,Fashion & Retail,D,M,,"$19,910,000,000,000.00",77,59.2
2133,1300,Real Estate,George Marcus,81,United States,Real estate,Real Estate,D,M,8/15/1941 0:00,"$21,427,700,000,000.00",78.5,36.6
2133,1300,Healthcare,Yves-Loic Martin,57,France,Laboratory services,Healthcare,D,M,1/1/1966 0:00,"$2,715,518,274,227.00",82.5,60.7
2133,1300,Finance & Investments,Carsten Maschmeyer,63,Germany,Finance services,Finance & Investments,U,M,5/8/1959 0:00,"$3,845,630,030,824.00",80.9,48.8
2133,1300,Finance & Investments,Lillian Teh Li Ming,,,Banking,Finance & Investments,N,F,,,,
2133,1300,Logistics,Martin Moller Nielsen,58,Switzerland,Aircraft leasing,Logistics,E,M,8/1/1964 0:00,"$703,082,435,360.00",83.6,28.8
2133,1300,Finance & Investments,Jahm Najafi,60,United States,Investments,Finance & Investments,N,M,3/19/1963 0:00,"$21,427,700,000,000.00",78.5,36.6
2133,1300,Finance & Investments,Randal Nardone,67,United States,"Investments, energy",Finance & Investments,E,M,6/22/1955 0:00,"$21,427,700,000,000.00",78.5,36.6
2133,1300,Food & Beverage,Nguyen Dang Quang,59,Vietnam,"Consumer products, banking",Food & Beverage,D,M,8/23/1963 0:00,"$261,921,244,843.00",75.3,37.6
2133,1300,Gambling & Casinos,Kazuo Okada,80,Japan,Casinos,Gambling & Casinos,D,M,10/3/1942 0:00,"$5,081,769,542,380.00",84.2,46.7
2133,1300,Healthcare,John Oyler,55,United States,Biotech,Healthcare,U,M,4/3/1968 0:00,"$21,427,700,000,000.00",78.5,36.6
2133,1300,Finance & Investments,William Teh Lee Pang,,,Banking,Finance & Investments,N,M,,,,
2133,1300,Manufacturing,George Pedersen & family,87,United States,Defense contractor,Manufacturing,U,M,8/18/1935 0:00,"$21,427,700,000,000.00",78.5,36.6
2133,1300,Fashion & Retail,Qu Miranda,38,China,E-commerce,Fashion & Retail,D,F,1/1/1985 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Real Estate,Jupally Rameshwar Rao,67,India,Real estate,Real Estate,U,M,9/16/1955 0:00,"$2,611,000,000,000.00",69.4,49.7
2133,1300,Logistics,G. M. Rao,72,India,Infrastructure,Logistics,D,M,7/1/1950 0:00,"$2,611,000,000,000.00",69.4,49.7
2133,1300,Healthcare,P.V. Ramprasad Reddy,65,India,Pharmaceuticals,Healthcare,D,M,3/30/1958 0:00,"$2,611,000,000,000.00",69.4,49.7
2133,1300,Healthcare,Satish Reddy,55,India,Pharmaceuticals,Healthcare,E,M,6/9/1967 0:00,"$2,611,000,000,000.00",69.4,49.7
2133,1300,Fashion & Retail,Fernando Roig,75,Spain,Supermarkets,Fashion & Retail,D,M,6/25/1947 0:00,"$1,394,116,310,769.00",83.3,47
2133,1300,Diversified,Igor Rotenberg,49,Russia,"Investments, real estate",Diversified,R,M,5/9/1973 0:00,"$1,699,876,578,871.00",72.7,46.2
2133,1300,Manufacturing,Seifeddin Rustamov,60,United States,Chemicals,Manufacturing,N,M,6/17/1962 0:00,"$21,427,700,000,000.00",78.5,36.6
2133,1300,Diversified,Deniz Sahenk,77,Turkey,Diversified,Diversified,E,F,8/6/1945 0:00,"$754,411,708,203.00",77.4,42.3
2133,1300,Food & Beverage,Nobutada Saji,77,Japan,Beverages,Food & Beverage,U,M,11/25/1945 0:00,"$5,081,769,542,380.00",84.2,46.7
2133,1300,Gambling & Casinos,Hajime Satomi,81,Japan,"Video games, pachinko",Gambling & Casinos,E,M,1/16/1942 0:00,"$5,081,769,542,380.00",84.2,46.7
2133,1300,Technology,James Scapa,66,United States,Software,Technology,E,M,1/23/1957 0:00,"$21,427,700,000,000.00",78.5,36.6
2133,1300,Manufacturing,Stephan Schnabel,48,,Chemicals,Manufacturing,U,M,1/18/1975 0:00,,,
2133,1300,Healthcare,Devi Shetty,70,India,Healthcare,Healthcare,U,M,1/1/1953 0:00,"$2,611,000,000,000.00",69.4,49.7
2133,1300,Diversified,Albert Shigaboutdinov,70,Russia,"Refinery, chemicals",Diversified,E,M,11/12/1952 0:00,"$1,699,876,578,871.00",72.7,46.2
2133,1300,Finance & Investments,Diana Teh Li Shing,,,Banking,Finance & Investments,N,F,,,,
2133,1300,Food & Beverage,Denis Shtengelov,50,Australia,"Food, retail",Food & Beverage,N,M,5/14/1972 0:00,"$1,392,680,589,329.00",82.7,47.4
2133,1300,Manufacturing,Fei Song,56,China,Machinery,Manufacturing,D,M,9/12/1966 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Sports,Hal Steinbrenner,54,United States,Sports,Sports,N,M,12/3/1968 0:00,"$21,427,700,000,000.00",78.5,36.6
2133,1300,Sports,Jessica Steinbrenner,59,United States,Sports,Sports,N,F,3/26/1964 0:00,"$21,427,700,000,000.00",78.5,36.6
2133,1300,Sports,Jennifer Steinbrenner Swindal,63,United States,Sports,Sports,N,F,7/28/1959 0:00,"$21,427,700,000,000.00",78.5,36.6
2133,1300,Metals & Mining,Konstantin Strukov & family,64,Russia,"Gold, coal mining",Metals & Mining,R,M,9/10/1958 0:00,"$1,699,876,578,871.00",72.7,46.2
2133,1300,Energy,Rustem Sulteev,69,Russia,"Refinery, chemicals",Energy,E,M,1/4/1954 0:00,"$1,699,876,578,871.00",72.7,46.2
2133,1300,Food & Beverage,Clemens Toennies,66,Germany,Meat processing,Food & Beverage,D,M,5/27/1956 0:00,"$3,845,630,030,824.00",80.9,48.8
2133,1300,Food & Beverage,Robert Toennies,44,Germany,Meat processing,Food & Beverage,D,M,5/29/1978 0:00,"$3,845,630,030,824.00",80.9,48.8
2133,1300,Real Estate,John Van Lieshout,77,Australia,Real estate,Real Estate,D,M,1/12/1946 0:00,"$1,392,680,589,329.00",82.7,47.4
2133,1300,Healthcare,Pongsak Viddayakorn,89,Thailand,Hospitals,Healthcare,U,M,3/23/1934 0:00,"$543,649,976,166.00",76.9,29.5
2133,1300,Fashion & Retail,Wang Jianguo,63,China,Retail,Fashion & Retail,D,M,1/1/1960 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Service,Junjin Wang,54,China,Airline,Service,D,M,12/1/1968 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Manufacturing,Wang Mingwang,55,China,Electronics components,Manufacturing,D,M,5/2/1967 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Technology,Wei Lidong & family,47,China,Software,Technology,D,M,1/1/1976 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Fashion & Retail,Myron Wentz,83,Cayman Islands,Health products,Fashion & Retail,D,M,1/1/1940 0:00,,,
2133,1300,Manufacturing,Wu Xiaoge,50,China,Battery components,Manufacturing,Split Family Fortune,F,11/1/1972 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Diversified,Wu Xushun & family,74,China,Internet,Diversified,D,M,4/28/1948 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Healthcare,Xiong Xiaochuan,57,China,Medical devices,Healthcare,N,M,1/1/1966 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Technology,Xu Shaochun,60,China,Software,Technology,D,M,1/1/1963 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Technology,Yan Jane & family,53,China,Software,Technology,U,F,7/19/1969 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Manufacturing,Zeng Chaoyi,54,China,Aluminum products,Manufacturing,E,M,4/1/1969 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Service,Peng Zhao,52,China,Online recruitment,Service,E,M,1/1/1971 0:00,"$19,910,000,000,000.00",77,59.2
2133,1300,Service,Zhao Tongtong,56,Hong Kong,Hotels,Service,R,F,1/1/1967 0:00,,,
2133,1300,Metals & Mining,Kostyantin Zhevago,49,Ukraine,Mining,Metals & Mining,E,M,1/7/1974 0:00,"$153,781,069,118.00",71.6,45.2
2133,1300,Manufacturing,Zong Yanmin,,China,Semiconductor materials,Manufacturing,E,M,,"$19,910,000,000,000.00",77,59.2
2259,1200,Finance & Investments,Sanjay Agarwal,52,India,Banking,Finance & Investments,E,M,9/8/1970 0:00,"$2,611,000,000,000.00",69.4,49.7
2259,1200,Finance & Investments,Hamad bin Jassim bin Jaber Al Thani,63,Qatar,Investments,Finance & Investments,E,M,10/1/1959 0:00,"$183,466,208,791.00",80.1,11.3
2259,1200,Diversified,Joao Alves de Queiroz Filho,70,Brazil,Pharmaceuticals,Diversified,U,M,1/1/1953 0:00,"$1,839,758,040,766.00",75.7,65.1
2259,1200,Metals & Mining,Jose Maria Aristrain,60,Switzerland,Steel,Metals & Mining,E,M,11/2/1962 0:00,"$703,082,435,360.00",83.6,28.8
2259,1200,Finance & Investments,Michael Arougheti,50,United States,Finance,Finance & Investments,N,M,10/10/1972 0:00,"$21,427,700,000,000.00",78.5,36.6
2259,1200,Technology,Tope Awotona,41,United States,Software,Technology,D,M,4/22/1981 0:00,"$21,427,700,000,000.00",78.5,36.6
2259,1200,Healthcare,Mehmet Aydinlar,66,Turkey,Hospitals,Healthcare,D,M,7/27/1956 0:00,"$754,411,708,203.00",77.4,42.3
2259,1200,Real Estate,Danna Azrieli,55,Israel,Real estate,Real Estate,D,F,6/3/1967 0:00,"$395,098,666,122.00",82.8,25.3
2259,1200,Real Estate,Naomi Azrieli,57,Canada,Real estate,Real Estate,D,F,9/26/1965 0:00,"$1,736,425,629,520.00",81.9,24.5
2259,1200,Real Estate,Sharon Azrieli,62,Canada,Real estate,Real Estate,D,F,8/4/1960 0:00,"$1,736,425,629,520.00",81.9,24.5
2259,1200,Energy,Bai Houshan,59,China,Lithium battery,Energy,D,M,1/1/1964 0:00,"$19,910,000,000,000.00",77,59.2
2259,1200,Finance & Investments,Thomas Bailey,86,United States,Money management,Finance & Investments,E,M,1/1/1937 0:00,"$21,427,700,000,000.00",78.5,36.6
2259,1200,Healthcare,Bernhard Braun-Luedicke,46,Germany,Medical technology,Healthcare,D,M,1/1/1977 0:00,"$3,845,630,030,824.00",80.9,48.8
2259,1200,Healthcare,Eva Maria Braun-Luedicke,36,Germany,Medical technology,Healthcare,D,F,1/1/1987 0:00,"$3,845,630,030,824.00",80.9,48.8
2259,1200,Healthcare,Friederike Braun-Luedicke,39,Germany,Medical technology,Healthcare,E,F,1/1/1984 0:00,"$3,845,630,030,824.00",80.9,48.8
2259,1200,Real Estate,Jeffrey Cheah,78,Malaysia,"Property, healthcare",Real Estate,D,M,3/30/1945 0:00,"$364,701,517,788.00",76,38.7
2259,1200,Food & Beverage,Chen Xianbao & family,63,China,Food,Food & Beverage,D,M,5/19/1959 0:00,"$19,910,000,000,000.00",77,59.2
2259,1200,Healthcare,Cheng Xianfeng,54,China,Pharmaceuticals,Healthcare,D,M,12/1/1968 0:00,"$19,910,000,000,000.00",77,59.2
2259,1200,Fashion & Retail,Chung Yong-jin,54,South Korea,Retail,Fashion & Retail,D,M,9/19/1968 0:00,"$2,029,000,000,000.00",82.6,33.2
2259,1200,Service,Darwin Deason,82,United States,Software,Service,D,M,5/14/1940 0:00,"$21,427,700,000,000.00",78.5,36.6
2259,1200,Fashion & Retail,Diego Della Valle,69,Italy,Shoes,Fashion & Retail,D,M,12/30/1953 0:00,"$2,001,244,392,042.00",82.9,59.1
2259,1200,Manufacturing,Ashwin Desai,71,India,Specialty chemicals,Manufacturing,N,M,9/18/1951 0:00,"$2,611,000,000,000.00",69.4,49.7
2259,1200,Media & Entertainment,Richard Desmond,71,United Kingdom,Publishing,Media & Entertainment,D,M,12/8/1951 0:00,"$2,827,113,184,696.00",81.3,30.6
2259,1200,Fashion & Retail,Ding Shui Po,52,China,"Sneakers, sportswear",Fashion & Retail,D,M,11/1/1970 0:00,"$19,910,000,000,000.00",77,59.2
2259,1200,Fashion & Retail,Sefik Yilmaz Dizdar,85,Turkey,Fashion retail,Fashion & Retail,U,M,3/16/1938 0:00,"$754,411,708,203.00",77.4,42.3
2259,1200,Media & Entertainment,Mathias Doepfner,60,Germany,Media,Media & Entertainment,D,M,1/15/1963 0:00,"$3,845,630,030,824.00",80.9,48.8
2259,1200,Manufacturing,Farhad Ebrahimi,84,United States,Solar panels,Manufacturing,N,M,1/1/1939 0:00,"$21,427,700,000,000.00",78.5,36.6
2259,1200,Diversified,Jose Roberto Ermirio de Moraes,65,Brazil,Diversified,Diversified,D,M,11/30/1957 0:00,"$1,839,758,040,766.00",75.7,65.1
2259,1200,Diversified,Jose Ermirio de Moraes Neto,70,Brazil,Diversified,Diversified,D,M,6/17/1952 0:00,"$1,839,758,040,766.00",75.7,65.1
2259,1200,Manufacturing,Fang Hongbo,56,China,Home appliances,Manufacturing,D,M,1/1/1967 0:00,"$19,910,000,000,000.00",77,59.2
2259,1200,Manufacturing,David Feffer,66,Brazil,Pulp and paper,Manufacturing,D,M,11/13/1956 0:00,"$1,839,758,040,766.00",75.7,65.1
2259,1200,Manufacturing,Zsolt Felcsuti,51,Hungary,Manufacturing,Manufacturing,N,M,5/26/1971 0:00,"$160,967,157,504.00",75.8,37.9
2259,1200,Fashion & Retail,Ben Francis,30,United Kingdom,Fitness clothing,Fashion & Retail,N,M,6/4/1992 0:00,"$2,827,113,184,696.00",81.3,30.6
2259,1200,Fashion & Retail,Gary Friedman,65,United States,Furniture retail,Fashion & Retail,D,M,8/6/1957 0:00,"$21,427,700,000,000.00",78.5,36.6
2259,1200,Metals & Mining,Dan Gertler,49,Israel,Mining,Metals & Mining,E,M,12/23/1973 0:00,"$395,098,666,122.00",82.8,25.3
2259,1200,Manufacturing,Balkrishan Goenka,56,India,Textiles,Manufacturing,D,M,8/15/1966 0:00,"$2,611,000,000,000.00",69.4,49.7
2259,1200,Finance & Investments,Lawrence Golub,63,United States,Private equity,Finance & Investments,E,M,10/3/1959 0:00,"$21,427,700,000,000.00",78.5,36.6
2259,1200,Manufacturing,Saroj Rani Gupta,72,India,Steel tubes,Manufacturing,N,F,7/5/1950 0:00,"$2,611,000,000,000.00",69.4,49.7
2259,1200,Technology,Anthony Hall,67,Australia,Technology,Technology,N,M,6/27/1955 0:00,"$1,392,680,589,329.00",82.7,47.4
2259,1200,Construction & Engineering,Fahed Hariri,42,United Kingdom,"Construction, investments",Construction & Engineering,E,M,12/29/1980 0:00,"$2,827,113,184,696.00",81.3,30.6
2259,1200,Fashion & Retail,Richard Hayne,75,United States,Urban Outfitters,Fashion & Retail,E,M,9/1/1947 0:00,"$21,427,700,000,000.00",78.5,36.6
2259,1200,Finance & Investments,Michael Heine,73,Australia,Financial services,Finance & Investments,E,M,11/1/1949 0:00,"$1,392,680,589,329.00",82.7,47.4
2259,1200,Technology,Orion Hindawi,43,United States,Software,Technology,D,M,1/10/1980 0:00,"$21,427,700,000,000.00",78.5,36.6
2259,1200,Gambling & Casinos,Lawrence Ho,46,Hong Kong,Casinos,Gambling & Casinos,R,M,1/16/1977 0:00,,,
2259,1200,Fashion & Retail,Huang Guanlin,58,China,"Textiles, apparel",Fashion & Retail,D,M,1/1/1965 0:00,"$19,910,000,000,000.00",77,59.2
2259,1200,Technology,Sam Hupert,68,Australia,Technology,Technology,N,M,12/25/1954 0:00,"$1,392,680,589,329.00",82.7,47.4
2259,1200,Telecom,Mohammed Ibrahim,76,United Kingdom,Communications,Telecom,E,M,5/3/1946 0:00,"$2,827,113,184,696.00",81.3,30.6
2259,1200,Food & Beverage,Shirley Kao,66,Taiwan,Food & beverage retailing,Food & Beverage,E,F,9/2/1956 0:00,,,
2259,1200,Finance & Investments,David Kaplan,55,United States,Finance,Finance & Investments,N,M,8/29/1967 0:00,"$21,427,700,000,000.00",78.5,36.6
2259,1200,Fashion & Retail,Kim Kardashian,42,United States,"Shapewear, cosmetics, reality TV",Fashion & Retail,D,F,10/21/1980 0:00,"$21,427,700,000,000.00",78.5,36.6
2259,1200,Manufacturing,Ke Guihua,57,China,Auto parts,Manufacturing,U,M,10/13/1965 0:00,"$19,910,000,000,000.00",77,59.2
2259,1200,Healthcare,Ke Yunfeng & family,56,China,Retailing,Healthcare,U,M,1/1/1967 0:00,"$19,910,000,000,000.00",77,59.2
2259,1200,Real Estate,Alexander Klyachin,55,Russia,Real estate,Real Estate,R,M,5/18/1967 0:00,"$1,699,876,578,871.00",72.7,46.2
2259,1200,Manufacturing,Christine Knauf,,Germany,Building materials,Manufacturing,D,F,,"$3,845,630,030,824.00",80.9,48.8
2259,1200,Manufacturing,Karl Knauf,,Germany,Building materials,Manufacturing,D,M,,"$3,845,630,030,824.00",80.9,48.8
2259,1200,Automotive,Suresh Krishna,86,India,Auto parts,Automotive,U,M,12/24/1936 0:00,"$2,611,000,000,000.00",69.4,49.7
2259,1200,Media & Entertainment,Guy Laliberté,63,Canada,Cirque du Soleil,Media & Entertainment,E,M,1/1/1960 0:00,"$1,736,425,629,520.00",81.9,24.5
2259,1200,Technology,Lee Su-jin,45,South Korea,Hospitality,Technology,N,M,2/1/1978 0:00,"$2,029,000,000,000.00",82.6,33.2
2259,1200,Manufacturing,Li Guoqing,53,China,Petro Fibre,Manufacturing,D,M,2/22/1970 0:00,"$19,910,000,000,000.00",77,59.2
2259,1200,Healthcare,Li Li,59,China,Pharmaceuticals,Healthcare,D,M,2/9/1964 0:00,"$19,910,000,000,000.00",77,59.2
2259,1200,Healthcare,Li Ruiqiang,43,China,Medical services,Healthcare,D,M,11/1/1979 0:00,"$19,910,000,000,000.00",77,59.2
2259,1200,Manufacturing,Zhen Li & family,59,China,Lithium batteries,Manufacturing,D,M,1/23/1964 0:00,"$19,910,000,000,000.00",77,59.2
2259,1200,Manufacturing,Guangwei Liang,59,China,Conglomerate,Manufacturing,D,M,9/1/1963 0:00,"$19,910,000,000,000.00",77,59.2
2259,1200,Energy,Liu Ming Hui,60,Hong Kong,Natural gas distribution,Energy,D,M,1/1/1963 0:00,,,
2259,1200,Technology,Frederic Luddy,68,United States,Software,Technology,D,M,11/24/1954 0:00,"$21,427,700,000,000.00",78.5,36.6
2259,1200,Food & Beverage,"Cargill MacMillan, III.",63,United States,Cargill,Food & Beverage,D,M,12/21/1959 0:00,"$21,427,700,000,000.00",78.5,36.6
2259,1200,Food & Beverage,John MacMillan,73,United States,Cargill,Food & Beverage,D,M,9/20/1949 0:00,"$21,427,700,000,000.00",78.5,36.6
2259,1200,Food & Beverage,Martha MacMillan,71,United States,Cargill,Food & Beverage,D,F,10/1/1951 0:00,"$21,427,700,000,000.00",78.5,36.6
2259,1200,Food & Beverage,William MacMillan,68,United States,Cargill,Food & Beverage,D,M,5/25/1954 0:00,"$21,427,700,000,000.00",78.5,36.6
2259,1200,Diversified,Keshub Mahindra,99,India,Diversified,Diversified,R,M,10/9/1923 0:00,"$2,611,000,000,000.00",69.4,49.7
2259,1200,Manufacturing,Mao Zhongwu,60,China,Manufacturing,Manufacturing,D,M,8/13/1962 0:00,"$19,910,000,000,000.00",77,59.2
2259,1200,Construction & Engineering,Jorge Mas,60,United States,Construction,Construction & Engineering,U,M,2/28/1963 0:00,"$21,427,700,000,000.00",78.5,36.6
2259,1200,Diversified,Lorinc Meszaros,57,Hungary,Diversified,Diversified,E,M,2/25/1966 0:00,"$160,967,157,504.00",75.8,37.9
2259,1200,Technology,Jeffrey Michael & family,66,United States,Data management,Technology,U,M,7/18/1956 0:00,"$21,427,700,000,000.00",78.5,36.6
2259,1200,Healthcare,Alan Miller & family,85,United States,Healthcare services,Healthcare,D,M,8/17/1937 0:00,"$21,427,700,000,000.00",78.5,36.6
2259,1200,Automotive,Ulrich Mommert & family,82,,Lighting,Automotive,E,M,1/11/1941 0:00,,,
2259,1200,Diversified,Neide Helena de Moraes,68,Brazil,Diversified,Diversified,D,F,2/15/1955 0:00,"$1,839,758,040,766.00",75.7,65.1
2259,1200,Finance & Investments,Scott Nuttall,50,United States,Private equity,Finance & Investments,U,M,11/25/1972 0:00,"$21,427,700,000,000.00",78.5,36.6
2259,1200,Manufacturing,Kailashchandra Nuwal,65,,Industrial explosives,Manufacturing,N,M,7/6/1957 0:00,,,
2259,1200,Food & Beverage,Axel Oberwelland & family,56,Germany,Candy,Food & Beverage,Split Family Fortune,M,1/1/1967 0:00,"$3,845,630,030,824.00",80.9,48.8
2259,1200,Technology,Jonathan Oringer,48,United States,Stock photos,Technology,D,M,5/2/1974 0:00,"$21,427,700,000,000.00",78.5,36.6
2259,1200,Food & Beverage,Vitaly Orlov,58,Russia,Fisheries,Food & Beverage,R,M,1/1/1965 0:00,"$1,699,876,578,871.00",72.7,46.2
2259,1200,Real Estate,Jose Isaac Peres & family,82,Brazil,Shopping malls,Real Estate,U,M,7/18/1940 0:00,"$1,839,758,040,766.00",75.7,65.1
2259,1200,Media & Entertainment,Markus Persson,43,Sweden,Computer games,Media & Entertainment,D,M,6/1/1979 0:00,"$530,832,908,738.00",82.5,49.1
2259,1200,Technology,Mark Pincus,57,United States,Online games,Technology,D,M,2/13/1966 0:00,"$21,427,700,000,000.00",78.5,36.6
2259,1200,Diversified,Murdaya Poo,82,Indonesia,Diversified,Diversified,E,M,1/12/1941 0:00,"$1,119,190,780,753.00",71.5,30.1
2259,1200,Healthcare,Forrest Preston,90,United States,Health care,Healthcare,D,M,3/22/1933 0:00,"$21,427,700,000,000.00",78.5,36.6
2259,1200,Food & Beverage,Qian Ying,57,China,Pig breeding,Food & Beverage,D,F,1/1/1966 0:00,"$19,910,000,000,000.00",77,59.2
2259,1200,Manufacturing,Jimmy Rane,76,United States,Lumber,Manufacturing,N,M,9/15/1946 0:00,"$21,427,700,000,000.00",78.5,36.6
